"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rabi_0875","875","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","31","875","ما قيل في النفس","ما قيل في النفس","","وأما قوله: {تعلم ما في نفسي ولآ أعلم ما في نفسك} تعلم ما في علمي ولا أعلم ما في علمك. وجاء عنه من وجه آخر: تعلم ما في غيبي ولا أعلم ما في غيبك {إنك أنت علام الغيوب}.","","","","Ibadi","","","","","V01P240"
"rabi_0876","876","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","32","876","ما قيل في اليد","ما قيل في اليد","","وأما قوله تعالى: {يد الله فوق أيديهم} قال ابن عباس: {يد الله فوق أيديهم}: كانت للقوم عند الله بيعة حسنة وكانت اليد من الله الجزاء والثناء أفضل من التي كانت لهم عند الله. وقال الحسن: يد الله النعمة عليهم أن هداهم للإيمان أفضل من قبولهم. قال ابن عباس: {ما منعك أن تسجد لما خلقت بيدي} أي بقدرتي وصنعي. قال: علي بن أبي طالب: لما خلقت أنا. وكذلك {مما عملت ايدينآ أنعاما} يقول: مما عملنا. وقال الضحاك مثل ذلك. وقال الحسن: بأمري، كقوله: {إنما قولنا لشيء اذآ أردناه أن نقول له كن فيكون} وكقوله: {إن مثل عيسى عند الله كمثل ءادم خلقه من تراب ثم قال له كن فيكون}.","","","","Ibadi","","","","","V01P240"
"rabi_0877","877","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","33","877","في الصمد","في الصمد","","وأما قوله: {الصمد} فإن أبي بن كعب قال: الصمد الذي {لم يلد ولم يولد ولم يكن له كفؤا احد} ليس له عدل ولا مثل، ليس كمثله شيء. وسئل ابن مسعود عن الصمد فقال: المصمود إليه في الحوائج. وقال الحسن: صمد هو العباد يصمدون إليه في حوائجهم ودعائهم ومسألتهم. وقال سعيد بن جبير: المصمود إليه في الحوائج. وقال سعيد: ما وحد الله من زعم أنه لا جوف له. هو أعظم من أن تقع الأوهام على صفته أو تدرك العقول كنه عظمته، ولكن الصمد السيد. وقال عكرمة: الصمد القاهر فوق عباده.","","","","Ibadi","","","","","V01P241"
"rabi_0878","878","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","34","878","في قوله تعالى: {يوم يكشف عن ساق}","في قوله تعالى: {يوم يكشف عن ساق}","","قال عباد بن العوام: روي عن عاصم بن كليب أنه قال: رأيت ابن عباس غضب غضبا شديدا لم أر غضب مثله قط فقال: إنكم لتقولون قولا عظيما يعني التشبيه الذي ذكروا، وإنما يعني يكشف عن الأمر الشديد. وقال سعيد في حديث عاصم بن كليب: لو علمت من قال هذا التشبيه لفعلت به وفعلت، وقال علي بن عاصم: هو الحق، فأعجبه قول سعيد وأنكر رواية الآخرين. وقال ابن عباس عن الأمر الشديد، أما سمعت قول الأول: قامت الحرب على ساق، أي على شدة؟. وقال عكرمة: ألا ترى أن الحرب إذا اشتدت قالوا: قامت الحرب على ساق؟. قال الشاعر: قومي بنو قيس إذا شمرت ... ... حرب وأبدت ساقها لقحت وقال الحسن وعكرمة يكشف عن الأمر الشديد. قال: وأخبرنا عمير عن محمد بن يعلى عن جويبر عن الضحاك عن ابن مسعود، وعن ليث عن طاوس عن عبد الله بن عمرو بن العاص أنهما قالا: يوشك أن يكون شيطان كان لسليمان بن داود عليه السلام أوثقه في البحر أن يظهر للناس فيحدثهم ويعلمهم التشبيه ، يزينون أحاديثهم بأحاديث أهل الكتاب في صفتهم ربهم. وقال ابن مسعود: لا تسألوا أهل الكتاب عن شيء، فلن يهدوكم وقد ضلوا، إنما هو كذب يصدقونه، أو صدق يكذبونه.","","","","Ibadi","","","","","V01P242"
"rabi_0879","879","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","35","879","صخرة بيت المقدس","صخرة بيت المقدس","","قال: مر ابن مسعود بشيخ يحدث عن التوراة، فلما رأى ابن مسعود سكت، فقال: وبم يحدثكم صاحبكم فقالوا: ذكر أن الله لما خلق السماوات والأرض صعد إلى السماء من بيت المقدس ووضع رجله على صخرة بيت المقدس، فاسترجع ابن مسعود رضي الله عنه ثم قال: اللهم لا كفر بعد إيمان، يقولها مرارا، ثم قال: {ودوا لو تكفرون كما كفروا فتكونون سوآء} ما أظنه إلا إبليس تمثل في صورته، ثم قال: فهلا أنكرتم عليه وقلتم كما قال العبد الصالح إبراهيم عليه السلام: {لآ أحب الافلين} يقول: الزائل المنتقل. فاتهموا اليهود على دينكم. وقال: يأتي على الناس زمان يصلون فيه ويصومون ويحجون ولو رميت فيهم بسهمك لم تصب إلا كافرا أو منافقا، لأن الشرك أخفى من دبيب النمل على الصخرة السوداء في الليلة الظلماء، وذلك من إنكارهم ربهم بقلوبهم حيث وصفوه بالحدود والزوال.","","","","Ibadi","","","","","V01P242"
"rabi_0880","880","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","35","880","صخرة بيت المقدس","صخرة بيت المقدس","","قال الربيع بن حبيب: بلغني عن ابن مسعود والضحاك بن مزاحم أنهما قالا: {استوى على العرش} أي استوى عليه وعلى الأشياء كلها فخضعت ودانت ، وقد تقول العرب: استوت لفلان دنياه، أي أتته دنياه على ما يريد، واستوى بشر على العراق والحجاز، واستوى فلان على مال فلان يريدون أنه احتوى عليه وحازه ونحو ذلك. تنبيه فإن سأل المسترشد عن تفسير الآيات المتشابهات والدلالة على معانيها من قول الله عز وجل: {الرحمن على العرش استوى} وقوله: {وجآء ربك والملك صفا صفا}، وقوله: {بل يداه مبسوطتان}، وقوله: {لما خلقت بيدي} وما أشبه ذلك من كتاب الله الذي فسرناه فيما مضى من كتابنا بالرواية عن رسول الله صلى الله عليه وسلم والصحابة والتابعين بإحسان، فقال السائل: ما الدليل على صدق تفسيركم وإلا فليس للمخاطبة عندنا معنى في الاستواء واليد والعين وما أشبه ذلك ولا يجوز أن يكون إلا على ما نعقل؟. قيل للسائل: إن جميع ما سألت عنه متشابه لا يدرك علمه بظاهره ولا بنصه، لأن النص واحد والمعاني متباينة، فلا بد من كشف معانيها، وإيضاح سبلها، وقد قال رسول الله صلى الله عليه وسلم: «ما من كلمة إلا ولها وجهان، فاحملوا الكلام على أحسن وجوهه» وقيل: لن يتفقه الرجل حتى يرى للقرآن وجوها. وقال الحسن: تعلم العربية وحسن العبارة. وقال: ليس من كلمة إلا ولها وجه وقفا وظهر وبطن، وإنما معنى ذلك عندنا الكلام المتشابه الذي يتفق لفظه ويختلف معناه. فجوابنا في ذلك وبالله التوفيق والعصمة في قوله تعالى: {الرحمن على العرش استوى} ما قال عبد الله بن العباس وابن عمر والحسن ومجاهد: إنه ارتفع ذكره وثناؤه ومجده وعظمته تعالى عما قال المندد إن له أندادا وأشباها تعالى الله عن ذلك. وإن ابن عمر في حديث الصخرة ارتعد فرقا وشفقا حين وصف الله بالزوال والانتقال، وقال: هذا كلام اليهود أعداء الله، وقد وصفنا أباطيلهم فيما مضى من كتابنا. وجميع ما قالوا موجود في لغة العرب؛ يقال: استوى فلان على العراق أي استولى أمره وملكه، ويقال: استوى فلان على مال فلان أي احتوى عليه، ويقال: استولى فلان على سريره ومجلسه، ويقال لمن كان مائلا فاعتدل: قد استوى، يريدون انتصابه بعد ميله واعتداله بعد عوجه. ويقال: استوى فلان وفلان أي اتفقا في الصفة والنعت. فلما كانت الكلمة محتملة المعاني، وقد قال رسول الله صلى الله عليه وسلم: «احملوا الكلام على أحسن وجوهه»، قلنا: لا يخلو قوله: {على العرش استوى} من أحد معنيين: إما ما قال ابن عباس وابن عمر والحسن ومجاهد من علو الذكر واستواء المجد والقهر، أو يكون على ما قالت اليهود المشبهة لله بأوصاف خلقه استوى على العرش ووضع إحدى فخذيه على الأخرى واستراح، فكذبهم الله بقوله: {وما مسنا من لغوب}، وبقوله: {ليس كمثله شيء}، وما أشبه ذلك من كتاب الله عز وجل، فألزموه الوهن والعجز والتعب والنصب، قاتلهم الله أنى يؤفكون، لو جاز قوله: {على العرش استوى} على ما قال المشبهة إن ذلك على ما نعقل من استواء الرجل على سريره ومجلسه لجاز أن يكون قوله: {ثم استوى إلى السمآء} يعني بالاستواء الميل والعوج ، وفي ذلك ما يوجب عليه الميلان والاعوجاج، تعالى الله عن ذلك وتقدس. فإذا بطلت هذه الصفة وهذا التأويل لما فيه من النقص ثبت ما قال ابن مسعود وابن عمر، وبطل ما قالت اليهود المشبهة. ووجه آخر: لو جاز أن يكون الاستواء على ما تعقل المشبهة من أنفسها لوجبت المماسة والحدود والنهاية، وفي هذه الصفة إبطال قوله: {ليس كمثله شيء}، ولو جاز أن يكون الاستواء على ما تعقل المشبهة على أنفسها لجاز أن يكون قوله: {ما يكون من نجوى ثلاثة الا هو رابعهم ولا خمسة الا هو سادسهم ولآ أدنى من ذالك ولآ أكثر إلا هو معهم} إنما يعني به فيما زعمت المشبهة على ما تعقل من كون الرجل مع الرجل، وفي ذلك يثبت التحديد والنهاية والانتقال، وهذه صفة الخلق تعالى الله عن هذه الصفة، ولكنه على العرش، ومعهم أينما كانوا في وقت واحد بلا كيف ولا تحديد ولا وصف كما شاء على خلاف ما تعقل من أنفسها لكنه معهم بالتدبير والإحاطة والعلم، لا يمثل ولا يتوهم، تعالى الله على ما يتوهم الجاهلون. ولو جاز لقائل يقول: وهو معكم أينما كنتم أن علمه معنا أينما كنا وليس في ذلك نص الآية لجاز لمن خالفهم ، إنما يعني بقوله: {استوى على العرش} أن علمه مستو على العرش وإن لم يكن في نص الآية، فلما لم يجز لقائل أن يقول ذلك ولم يتأوله لم يجز للمشبهة تأويلها. ومن أين جاز له أن يتأول قوله: {استوى على العرش} على ما يعقل ولم يجز أن يتأول قوله: {وهو معهم} على ما يعقل ؟.","","","","Ibadi","","","","","V01P246"
"rabi_0882","882","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","882","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","فإنما يقول: وعمدنا إلى ما عملوا من عمل، وكذلك ذكر مجاهد والحسن فلا يجوز أن يكون ذلك على الزوال، فإنه لو جاز أن يتوهم قدومه على ما يتوهم من قدوم الرجل إلى مكان لم يكن فيه وجب أن يكون القدوم بالسعي والمشي والركوب تعالى الله عن ذلك علوا كبيرا. ولو جاز أن يكون النزول في المائدة على الانتقال والزوال لجاز أن يكون قوله: {وأنزل لكم من الانعام ثمانية أزواج} إنما هو على الزوال والانتقال.","","","","Ibadi","","","","","V01P248"
"rabi_0883","883","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","883","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","أبو سفيان عن الربيع بن حبيب عن عبد الرحمن بن حرملة عن سعيد بن المسيب قال: قال رسول الله صلى الله عليه وسلم: «لا يخرج من المسجد بعد النداء يوم الجمعة إلا منافق، إلا رجل أخرجته حاجة وهو يريد أن يرجع فيصلي».","","","","Ibadi","","","","","V01P253"
"rabi_0884","884","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","884","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","قال رسول الله صلى الله عليه وسلم: «سيد الأيام يوم الجمعة وهو الشاهد، والمشهود يوم عرفة».","","","","Ibadi","","","","","V01P253"
"rabi_0885","885","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","885","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن محمد بن عمير العبدي عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «ألا إن التواضع للعبد لا يزيد إلا رفعة، فتواضعوا يرفعكم الله، وإن العفو لا يزيد العبد إلا عزا فاعفوا يعزكم الله، وإن الصدقة لا تزيد المال إلا كثرة فتصدقوا يرحمكم الله».","","","","Ibadi","","","","","V01P253"
"rabi_0886","886","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","886","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن عامر بن وائل عن ربيعة بن مسعود قال: عدلت شهادة الزور بالشرك، ثم قرأ: {فاجتنبوا الرجس من الاوثان واجتنبوا قول الزور}.","","","","Ibadi","","","","","V01P253"
"rabi_0887","887","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","887","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن الأعمش عن سالم بن صفوان عن حويشة بن الحر عن أبي ذر قال: قال رسول الله صلى الله عليه وسلم: «ثلاثة لا يكلمهم الله يوم القيامة ولا يزكيهم ولهم عذاب أليم: المنفق سلعته بالحلف الفاجر، والمسبل إزاره، والمنان الذي لا يعطي شيئا إلا من».","","","","Ibadi","","","","","V01P255"
"rabi_0888","888","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","888","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن مجاهد قال: خصلتان من حفظهما حفظ الله له صومه: النميمة والكذب.","","","","Ibadi","","","","","V01P255"
"rabi_0889","889","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","889","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن ابن مسعود : إن الغم والحزن من الشك، والروح والفرح من اليقين والرجاء.","","","","Ibadi","","","","","V01P255"
"rabi_0890","890","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","890","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن أبي هريرة قال: جاءت فاطمة إلى رسول الله صلى الله عليه وسلم فقال لها: «يا بنيتي، اعملي لنفسك فإني لا أغني عنك من الله شيئا».","","","","Ibadi","","","","","V01P255"
"rabi_0891","891","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","891","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع بن حبيب: أن أبا محمد قال لابن عمر: إني أقيم بالمدينة ثمانية أشهر أو تسعة أشهر، كيف أصلي؟ فقال: صل ركعتين إلا أن تصلي في جماعة المقيمين.","","","","Ibadi","","","","","V01P255"
"rabi_0892","892","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","892","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن ابن عمر قال: من مات صحيحا موسرا ولم يحج كان سيما بين عينيه كافرا ثم تلا: {ومن كفر فإن الله غني عن العالمين}.","","","","Ibadi","","","","","V01P255"
"rabi_0893","893","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","893","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع بن حبيب عن مجاهد عن ابن عمر قال: نهى رسول الله صلى الله عليه وسلم عن القزع .","","","","Ibadi","","","","","V01P256"
"rabi_0894","894","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","894","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع بن حبيب عن يحيى بن عامر عن عتاب بن أسيد قال: بعثني رسول الله صلى الله عليه وسلم فقال: «انطلق إلى أهل أيلة فانههم عن أربع خصال: عن بيع ما لم يقبض وعن ربح ما لم يضمن، وعن شرطين في بيع، وعن بيع وسلف».","","","","Ibadi","","","","","V01P256"
"rabi_0895","895","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","895","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع عن إبراهيم قال: ما أحب أني تركت الوتر ولي حمر النعم.","","","","Ibadi","","","","","V01P256"
"rabi_0896","896","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","896","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع بن حبيب عن أبي هريرة قال: قال رسول صلى الله عليه وسلم لرجل وهو يعظه: «اغتنم خمسا قبل خمس: شبابك قبل هرمك، وصحتك قبل سقمك، وغناك قبل فقرك وفراغك قبل شغلك، وحياتك قبل موتك».","","","","Ibadi","","","","","V01P256"
"rabi_0897","897","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","897","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الربيع بن حبيب عن بلال بن سعيد: رب مسرور مغبون، ورب مفتون لا يشعر، ويل لمن له الويل وهو لا يشعر، يأكل ويشرب ويضحك وهو في الكتاب من وقود النار.","","","","Ibadi","","","","","V01P256"
"rabi_0898","898","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","898","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","أبو سفيان قال: دخل جابر بن زيد على عائشة رضي الله عنها قال: فأقبل يسألها عن مسائل لم يسألها عنها من قبل ، سألها عن جماع النبيء صلى الله عليه وسلم كيف كان يفعل، وإن جبينها يتصبب عرقا وتقول: سل يا بني، ثم قالت له: ممن أنت؟ قال: من أهل المشرق، من بلد يقال لها عمان. قال أبو سفيان: فذكرت له شيئا لم أحفظه، إلا أني أظن أنها قالت: إن النبيء صلى الله عليه وسلم ذكره لي وأشباه هذا.","","","","Ibadi","","","","","V01P257"
"rabi_0899","899","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","899","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","أبو سفيان عن أزور رجل من المسلمين من أهل عمان من خيار من أدركته من مشايخ المسلمين قال: نسوة من أهل عمان استأذن على عائشة رضي الله عنها فأذنت لهن، فدخلن عليها وسلمن عليها ثم قالت: من أنتن ؟ قلن: من أهل عمان، قال: فقالت لهن: قد سمعت حبيبي عليه السلام يقول: «يكثر وراد حوضي من أهل عمان». أبو سفيان قال: بلغني أن نسوة من أهل الشام دخلن على عائشة رضي الله عنها فسألتهن: من أين هن؟ فقلن: من أهل الشام. قال: وقالت لهن: لعلكن من أصحاب الحمامات؛ فسكت النساء.","","","","Ibadi","","","","","V01P257"
"rabi_0900","900","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","900","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","أبو سفيان قال: بلغني أن امرأة لمعاوية بن أبي سفيان دخلت على عائشة رضي الله عنها قال: وألقت تحتها وسادة من الآدم والتفتت إلى ناحية من البيت فأدنت صحفة فيها خبز قد ثردته وصبت عليه لبنا ثم قالت: كلي، فتبسمت امرأة معاوية وقالت: يا أماه، إنا نرجع إلى ما هو ألين من هذا، تعني من طيب الطعام، قال: فتنفست عائشة الصعداء وقالت: إن نبيء الله ولم يشبع مما ثرد ، ثم قالت: إن نبيء الله مات ولم يشبع من خبز الشعير ، أي مرتين .","","","","Ibadi","","","","","V01P258"
"rabi_0901","901","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","901","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","أبو سفيان قال: حدثني عبد الملك قال: سمعت حماد بن إسحاق الخوارزمي أنه لما نزلت هذه الآية: {واتقوا فتنة لا تصيبن الذين ظلموا منكم خآصة} وعند النبيء صلى الله عليه وسلم أبو بكر وعمر وعلي وعثمان، فقال أبو بكر: أين أنا يومئذ يا رسول الله؟ فقال: «تحت التراب»، ثم قام عمر فقال: وأين أنا يا رسول الله يومئذ؟ قال: «تحت التراب»، ثم قام عثمان فقال: أين أنا يومئذ يا رسول الله؟ وقال: «بك تفتح وبك تنشب»، فقام علي وقال: أين أنا يومئذ يا رسول الله؟ فقال: «أنت إمامها وزمامها وقائدها، تمشي فيها مشي البعير في قيده». زيادة","","","","Ibadi","","","","","V01P258"
"rabi_0902","902","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","902","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","عن الإمام أفلح بن عبد الوهاب رضي الله عنهما حكاية عن كتاب أخذه عن أبي غانم الخراساني من تأليف أبي يزيد الخوارزمي في السير، رفع فيه أبو يزيد الحديث إلى رسول الله صلى الله عليه وسلم أن رجلا من الأنصار وجد مع رجل سيفا لأخيه في السوق فسأله: من أين هو؟ فقال: أصابني من سهم من غنيمة، فرافعه الأنصاري إلى النبيء صلى الله عليه وسلم فقص عليه الرجل القصة ومن أين صار له السيف، فقال له النبيء صلى الله عليه وسلم: «ابتغ الغنيمة في غير مال أخيك».","","","","Ibadi","","","","","V01P259"
"rabi_0903","903","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","903","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وذكر الخوارزمي في كتابه ذلك أن رجلا وجد فرسا يباع في السوق، فسأل عن شأنه، فقال له صاحبه: أصابني في سهمي من غنيمة فرافعه الرجل إلى النبيء صلى الله عليه وسلم فقال رسول الله صلى الله عليه وسلم: «المسلمون يد يرد بعضهم على بعض».","","","","Ibadi","","","","","V01P259"
"rabi_0904","904","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","904","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وروى الإمام أفلح في تفسير هذه الآية: {الزاني لا ينكح إلا زانية او مشركة والزانية لا ينكحهآ إلا زان او مشرك} حديثا رفعه إلى رسول الله صلى الله عليه وسلم أنه قال: الزاني المجلود لا ينكح إلا زانية مجلودة، والزانية المجلودة لا ينكحها إلا زان مجلود مثلها وحرم ذالك على المؤمنين. وكذلك تأويل الحسن بن أبي الحسن البصري إلا أنه قال: نسخ منه المشرك والمشركة.","","","","Ibadi","","","","","V01P259"
"rabi_0905","905","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","905","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وقال الإمام: مما يؤثر عن النبيء صلى الله عليه وسلم أنه قال: «إن أعلم الناس الذي يزداد من علم الناس إلى علمه، ويستفيد علما لم يكن يعلمه».","","","","Ibadi","","","","","V01P259"
"rabi_0906","906","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","906","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","ومما يؤثر عنه عليه السلام أنه قال: «رب حامل علم ليس بعالم، ورب حامل علم إلى من هو أعلم منه».","","","","Ibadi","","","","","V01P259"
"rabi_0907","907","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","907","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وعن الإمام رضي الله عنه مرفوعا إلى النبيء صلى الله عليه وسلم من طريق جابر بن زيد أن النبيء صلى الله عليه وسلم لم يقنت قط في صلاته، ولا الخليفتين بعده.","","","","Ibadi","","","","","V01P260"
"rabi_0908","908","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","908","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وروى الإمام قال: وأخبرني محمد بن الحسن عن محمد بن أبان بن صالح القرشي عن حماد بن إبراهيم عن علقمة والأسود بن يزيد: لم يقنت رسول الله صلى الله عليه وسلم في صلاة الصبح حتى مات، إلا إذا كان حارب المشركين فإنه كان يقنت في الصلاة ويدعو عليهم.","","","","Ibadi","","","","","V01P260"
"rabi_0909","909","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","909","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","وعن الإمام عن محمد بن الحسن عن هشام بن عبد الله الدستوائي عن قتادة عن أنس بن مالك أن رسول الله صلى الله عليه وسلم إنما كان يقنت شهرا بعد الركوع الآخر يدعو على حي من أحياء العرب ثم تركه ولم يقنت قبله ولا بعده.","","","","Ibadi","","","","","V01P260"
"rabi_0910","910","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","37","910","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","في قوله تعالى: {وقدمنآ إلى ما عملوا من عمل فجعلناه هبآء","","الإمام عن أبي غانم الخراساني عن حاتم بن منصور قال: حدثني من لا أتهم قوله من أصحابنا وأنا بمصر أو في طريق مصر عن أبي أهيف الحضرمي فقيه أهل مصر عن ابن عمر أنه قال: في الزمان الذي كان فيه أقرب إسنادا إلى النبيء صلى الله عليه وسلم من غيره، قال حاتم بن منصور: حدثني عن القنوت في صلاة الصبح بعدما سألته: هل بلغك أن رسول الله قنت؟ قال: فقال لي: لم يصنعه رسول الله صلى الله عليه وسلم قال حاتم: فقلت له كيف كان يصنع فيما بلغك؟ قال: بلغني أنه إذا فرغ من القراءة الأخيرة قرأ ب {قل هو الله أحد ... } ولا يقنت. قال الإمام رضي الله عنه وهذا شيء لم نكن رأيناه في كتب أصحابنا ولا سمعناه عنهم حتى أتانا به أبو غانم فرويناه عنه.","","","","Ibadi","","","","","V01P261"
