"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rabi_0418","418","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","418","في الكعبة والمسجد والصفا والمروة","في الكعبة والمسجد والصفا والمروة","","أبو عبيدة عن جابر بن زيد قال: لما احترق بيت الله الحرام من أجل شرارة طارت بها الريح، قال بعض الناس قدر الله هذا: وقال آخرون: لم يقدر الله أن يحترق بيته، فمن ثم وقع الخلاف الأول في القدر. قال أبو عبيدة: وكان احتراقه يوم السبت لست ليال خلون من ربيع الأول سنة أربع وستين.","","","","Ibadi","","","","","V01P111"
"rabi_0419","419","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","6","419","في الكعبة والمسجد والصفا والمروة","في الكعبة والمسجد والصفا والمروة","","أبو عبيدة قال: بلغني أن رسول الله صلى الله عليه وسلم دخل الكعبة عام الفتح فصلى فيها ركعتين ثم خرج وقد أفضى بالناس حول الكعبة، فأخذ بعضادتي الباب فقال: «الحمد لله الذي صدق وعده، ونصر عبده، وهزم الأحزاب وحده، ماذا تقولون وماذا تظنون» قالوا: نقول خيرا، ونظن خيرا، أخ كريم، قدرت فأسجح ، قال: «وأنا أقول كما قال أخي يوسف: {لا تثريب عليكم اليوم يغفر الله لكم وهو أرحم الراحمين}، ألا إن كل ربا في الجاهلية ودم ومال أو مأثرة فهي تحت قدمي هاتين، إلا سدانة البيت وسقاية الحاج فإني قد أمضيتها لأهلها على ما كانتا عليه، ألا وإن الله تعالى قد أذهب نخوة الجاهلية وتكبرها بالآباء، كلكم لآدم وآدم من تراب، ليس إلا مؤمن تقي، أو فاجر شقي، وأكرمكم عند الله أتقاكم، ألا في قتيل العصا والسوط والخطأ شبه العمد الدية مغلظة: مائة من الإبل، منها أربعون خلفة. مكة حرام حرمها الله تعالى إلى يوم القيامة، لم تحل لأحد ولا تحل لأحد بعدي، وإنما أحلت لي ساعة من نهار» قال: فغمزها النبيء بيده وقال: «لا ينفر صيدها، ولا يقطع شجرها، ولا تحل لقطتها إلا لمنشد ولا يختلى خلاها»، فقال له العباس عمه - وكان شيخا مجربا -: إلا الإذخر يا رسول الله، فإنه لا بد منه للقبور ولظهور البيوت، فسكت النبيء صلى الله عليه وسلم قليلا ثم قال: «إلا الإذخر فإنه حلال».","","","","Ibadi","","","","","V01P112"
"rabi_0420","420","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","420","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة عن جابر بن زيد عن أبي سعيد الخدري قال: اختلف ناس عند أم الفضل بنت الحارثة وهي والدة عبد الله بن العباس في يوم عرفة في صيام رسول الله صلى الله عليه وسلم، فقال قائلون: هو صائم، وقال آخرون: ليس بصائم، قال أبو سعيد: فأرسلت إليه أم الفضل بقدح لبن وهو واقف على بعيره، فشربه.","","","","Ibadi","","","","","V01P112"
"rabi_0421","421","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","421","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة قال: بلغني عن أسامة بن زيد قال: دفع رسول الله صلى الله عليه وسلم من عرفة حتى إذا كان بالشعب فنزل وبال وتوضأ ولم يسبغ الوضوء، فقلت له الصلاة، فقال: «الصلاة أمامك»، فركب، فلما جاء المزدلفة نزل فتوضأ وأسبغ الوضوء، ثم أقيمت الصلاة فصلى المغرب ثم أناخ كل إنسان بعيره في منزله، ثم أقيمت العشاء فصلاها ولم يفصل بينهما بشيء.","","","","Ibadi","","","","","V01P112"
"rabi_0422","422","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","422","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة قال: لما أذن الله تعالى لنبيئه أن يحج حجة الوداع وهي حجة التمام، فوقف بعرفة وقال: «أيها الناس إن الزمان قد استدار كهيئة يوم خلق الله السماوات والأرض، فلا شهر ينسى، ولا عدة تحصى، ألا وإن الحج في ذي الحجة إلى يوم القيامة». قال أبو عبيدة: لما أتم حجه خطب الناس بعرفة فقال: «إن أهل الشرك والأوثان كانوا يدفعون من عرفات إذا صارت الشمس على رؤوس الجبال كأنها عمائم الرجال في وجوههم، ويدفعون من المزدلفة إذا طلعت الشمس على رؤوس الجبال كأنها عمائم الرجال في وجوههم، وإنا لا ندفع من عرفات حتى تغرب الشمس، ويفطر الصائم، وندفع من المزدلفة غدا إن شاء الله قبل طلوع الشمس، هدينا مخالف لهدي أهل الشرك والأوثان».","","","","Ibadi","","","","","V01P113"
"rabi_0423","423","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","423","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة عن جابر بن زيد قال: سئل أسامة بن زيد: كيف كان رسول الله صلى الله عليه وسلم يسير في حجة الوداع حين دفع؟ قال: كان يسير العنق، فإذا وجد فرجة نص والنص فوق العنق، والعنق هو السرعة في السير.","","","","Ibadi","","","","","V01P113"
"rabi_0424","424","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","424","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة عن جابر بن زيد قال: بلغني عن أبي أيوب الأنصاري صاحب النبيء صلى الله عليه وسلم قال: صليت مع رسول الله صلى الله عليه وسلم في حجة الوداع المغرب والعشاء بالمزدلفة جميعا.","","","","Ibadi","","","","","V01P113"
"rabi_0425","425","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","425","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة قال: بلغني عن ابن عمر قال: قال رسول الله صلى الله عليه وسلم: «إذا كنت بين الأخشبين بمنى - ونفخ بيده نحو المشرق - فإن هناك وادي السرر فيه سرحة سر تحتها سبعون نبيئا» يعني: قطعت فيه سررهم حين ولدوا.","","","","Ibadi","","","","","V01P114"
"rabi_0426","426","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","7","426","في عرفة والمزدلفة ومنى","في عرفة والمزدلفة ومنى","","أبو عبيدة قال: رخص رسول الله صلى الله عليه وسلم لرعاة الإبل في البيتوتة ويرمون يوم النحر ثم يرمون بالغداة ومن بعد الغد يرمون يومين ثم يرمون يوم النفر.","","","","Ibadi","","","","","V01P114"
"rabi_0427","427","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","427","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد عن أبي سعيد الخدري قال: كتب زياد بن أبي سفيان إلى عائشة أم المؤمنين رضي الله عنها فقالت: إن عبد الله بن عباس يقول: من أهدى هديا يحرم عليه ما يحرم على الحاج حتى ينحر هديه، وقد بعثت بهديي فاكتبي إلي بأمرك، قال: قالت عائشة: ليس كما قال ابن عباس، أنا فتلت قليد هدي رسول الله صلى الله عليه وسلم بيدي، ثم قلدها رسول الله صلى الله عليه وسلم، ثم بعث بها مع أبي، فلم يحرم رسول الله شيئا أحله الله له حتى ينحر هديه.","","","","Ibadi","","","","","V01P114"
"rabi_0428","428","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","428","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد عن أبي سعيد الخدري قال: قالت حفصة لرسول الله صلى الله عليه وسلم: ما بال الناس أحلوا بعمرة ولم تحلل أنت بعمرتك فقال: «إني لبدت رأسي وقلدت هديي فلا أحل حتى أنحر». به شعره.","","","","Ibadi","","","","","V01P115"
"rabi_0429","429","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","429","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد عن أبي هريرة أن رسول الله رأى رجلا يسوق بدنة، فقال: اركبها، فقال: يا رسول الله إنها بدنة، قال: «اركبها» قال: إنها بدنة، قال: «اركبها ويلك» في الثانية أو الثالثة.","","","","Ibadi","","","","","V01P115"
"rabi_0430","430","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","430","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد قال: قال جابر بن عبد الله: نحرنا مع رسول الله صلى الله عليه وسلم عام الحديبية البدنة عن سبعة، والبقرة عن سبعة.","","","","Ibadi","","","","","V01P115"
"rabi_0431","431","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","431","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد عن عائشة أم المؤمنين رضي الله عنها قالت: خرجنا مع رسول الله صلى الله عليه وسلم لخمس ليال بقين من ذي القعدة، ولا نرى إلا أنه الحج، فلما دنونا من مكة أمر رسول الله صلى الله عليه وسلم من لم يكن معه هدي إذا طاف بالبيت وسعى بين الصفا والمروة أن يحل، قالت: فدخل علينا بلحم بقر يوم النحر، فقلت: ما هذا اللحم؟ فقال: نحر رسول الله صلى الله عليه وسلم عن أزواجه.","","","","Ibadi","","","","","V01P115"
"rabi_0432","432","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","8","432","في الهدي والجزاء والفدية","في الهدي والجزاء والفدية","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: خرج كعب بن عجرة يريد الحج مع رسول الله صلى الله عليه وسلم فآذاه القمل في رأسه، فأمره رسول الله أن يحلق رأسه، وقال له: «صم ثلاثة أيام، أو أطعم ستة مساكين مدين لكل مسكين، أو انسك بشاة أي ذلك فعلت أجزاك».","","","","Ibadi","","","","","V01P116"
"rabi_0433","433","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","433","في التمتع والإفراد والقران والرخصة","في التمتع والإفراد والقران والرخصة","","أبو عبيدة عن جابر بن زيد قال: بلغني عن سعد بن أبي وقاص والضحاك بن قيس اختلفا في التمتع بالعمرة إلى الحج فقال الضحاك: لا يصنع ذلك إلا من جهل أمر الله، فقال سعد: بئس ما قلت، فقال الضحاك: إن عمر بن الخطاب قد نهى عن ذلك فقال سعد: قد صنعها رسول الله صلى الله عليه وسلم وصنعناها معه.","","","","Ibadi","","","","","V01P116"
"rabi_0434","434","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","434","في التمتع والإفراد والقران والرخصة","في التمتع والإفراد والقران والرخصة","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: أفرد رسول الله صلى الله عليه وسلم الحج.","","","","Ibadi","","","","","V01P116"
"rabi_0435","435","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","9","435","في التمتع والإفراد والقران والرخصة","في التمتع والإفراد والقران والرخصة","","أبو عبيدة عن جابر بن زيد قال: بلغني عن عبد الله بن عمرو بن العاص قال في حجة الوداع : إن رجلا جاء إلى رسول الله صلى الله عليه وسلم فقال: يا رسول الله لم أشعر فحلقت قبل أن أذبح، فقال له: «اذبح ولا حرج»، فجاءه آخر فقال له: يا رسول الله لم أشعر فنحرت قبل أن أرمي فقال: «ارم ولا حرج»، فما سئل في ذلك اليوم إلا وقال: «ولا حرج». ذلك اليوم.","","","","Ibadi","","","","","V01P117"
"rabi_0436","436","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","436","في الصيد للمحرم","في الصيد للمحرم","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: أهدى رجل إلى رسول الله صلى الله عليه وسلم حمارا وحشيا بالأبواء - يعني موضعا - فرد عليه، فلما رأى رسول الله صلى الله عليه وسلم الكراهة في وجهه قال: «إنا لم نرده عليك إلا أنا محرمون».","","","","Ibadi","","","","","V01P117"
"rabi_0437","437","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","10","437","في الصيد للمحرم","في الصيد للمحرم","","أبو عبيدة عن جابر بن زيد قال: قال ابن عباس: خرج رسول الله صلى الله عليه وسلم يريد مكة وهو محرم، حتى إذا بلغ الروحاء إذا هو بحمار وحش عقير، فذكر لرسول الله صلى الله عليه وسلم فقال: «دعوه يوشك أن يأتيه صاحبه». وأتى البهزي - وهو صاحبه - فقال: يا رسول الله شأنكم بهذا الحمار، فأمر رسول الله صلى الله عليه وسلم أبا بكر فقسمه بين الرفاق، ثم مضى حتى إذا كان بالأثاية بين الرويثة والعرج وهي مواضع فإذا بظبي حاقف في ظل وفيه سهم، فأمر رسول الله رجلا أن يقف عليه ولا يريبه أحد حتى يجاوزه. موضع المفازة، وقوله: «لا يريبه» أي لا يمسه بسوء.","","","","Ibadi","","","","","V01P118"
"rabi_0438","438","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","438","ما تفعل الحائض في الحج","ما تفعل الحائض في الحج","","أبو عبيدة عن جابر بن زيد عن عائشة أم المؤمنين رضي الله عنها قالت: خرجنا مع رسول الله صلى الله عليه وسلم في حجة الوداع، فأهللنا بعمرة، ثم قال رسول الله صلى الله عليه وسلم: «من كان معه هدي فليهل بالحج مع العمرة، ثم لا يحل حتى يتمهما جميعا». قالت: فقدمت مكة وأنا حائض فلم أطف بالبيت ولا بين الصفا والمروة، فشكوت ذلك إلى رسول الله صلى الله عليه وسلم فقال: «انقضي رأسك وامتشطي وأهلي بالحج ودعي العمرة»، قالت: ففعلت، فلما قضيت الحج أرسلني رسول الله صلى الله عليه وسلم مع عبد الرحمن بن أبي بكر إلى التنعيم، فاعتمرت، فقال: «هذا مكان عمرتك»، قالت: فطاف الذين أهلوا بالعمرة بالبيت وبين الصفا والمروة، ثم أحلوا، ثم طافوا طوافا آخر بعد أن رجعوا من منى لحجهم، وأما الذين أهلوا بالحج أو جمعوا الحج والعمرة فإنما طافوا طوافا واحدا.","","","","Ibadi","","","","","V01P118"
"rabi_0439","439","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","439","ما تفعل الحائض في الحج","ما تفعل الحائض في الحج","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: قلت لرسول الله صلى الله عليه وسلم: إن صفية بنت حيي قد حاضت، فقال لها رسول الله صلى الله عليه وسلم: «لعلها حابستنا، ألم تكن قد طافت معكن بالبيت»؟ قلت: بلى، قال: «فاخرجن».","","","","Ibadi","","","","","V01P118"
"rabi_0440","440","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","440","ما تفعل الحائض في الحج","ما تفعل الحائض في الحج","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها أنها قالت: قدمت مكة وأنا حائض ولم أطف بالبيت ولا بين الصفا والمروة، فشكوت ذلك إلى رسول الله صلى الله عليه وسلم فقال: «افعلي ما يفعل الحاج غير أنك لا تطوفي بالبيت حتى تطهري».","","","","Ibadi","","","","","V01P119"
"rabi_0441","441","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","441","ما تفعل الحائض في الحج","ما تفعل الحائض في الحج","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: إن صفية بنت حيي زوج النبيء صلى الله عليه وسلم حاضت ، فذكرت ذلك لرسول الله صلى الله عليه وسلم فقال: «أحابستنا هي»؟ فقيل: إنها أفاضت، قال: «فلا إذن».","","","","Ibadi","","","","","V01P119"
"rabi_0442","442","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","11","442","ما تفعل الحائض في الحج","ما تفعل الحائض في الحج","","أبو عبيدة عن جابر بن زيد عن عائشة أم المؤمنين رضي الله عنها قالت: إن أسماء بنت عميس ولدت محمد بن أبي بكر بالبيداء، فذكر أبو بكر لرسول الله صلى الله عليه وسلم فقال: «مرها فلتغتسل ثم لتهلل».","","","","Ibadi","","","","","V01P119"
"rabi_0443","443","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","12","443","في فضل الحج والعمرة","في فضل الحج والعمرة","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «العمرة إلى العمرة كفارة لما بينهما، والحج المبرور ليس له جزاء إلا الجنة».","","","","Ibadi","","","","","V01P119"
"rabi_0444","444","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","12","444","في فضل الحج والعمرة","في فضل الحج والعمرة","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: قال رسول الله صلى الله عليه وسلم: «اللهم ارحم المحلقين» قالوا: يا رسول الله والمقصرين، قال: «والمقصرين». كتاب الجهاد","","","","Ibadi","","","","","V01P120"
"rabi_0445","445","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","13","445","في البيعة","في البيعة","","أبو عبيدة عن جابر بن زيد قال عبادة بن الصامت قال: بايعنا رسول الله صلى الله عليه وسلم على السمع والطاعة في العسر واليسر، والمكره والمنشط، ولا ننازع الأمر أهله، وأن نقول الحق، ونقوم بالحق حيثما كنا، ولا نخاف في الله لومة لائم.","","","","Ibadi","","","","","V01P120"
"rabi_0446","446","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","13","446","في البيعة","في البيعة","","أبو عبيدة عن جابر بن زيد عن ابن عمر قال: بايعنا رسول الله على السمع والطاعة، ويقول: «فيما استطعتم». قال جابر: وسمعت من الصحابة من يقول: بايعهم على أن لا يفروا.","","","","Ibadi","","","","","V01P120"
"rabi_0447","447","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","13","447","في البيعة","في البيعة","","أبو عبيدة عن جابر بن زيد قال: سمعت جابر بن عبد الله يقول: بايع أعرابي رسول الله صلى الله عليه وسلم وأصاب الأعرابي وعك بالمدينة، فقال: يا رسول الله أقلني بيعتي فأبى له رسول الله صلى الله عليه وسلم، ثم جاءه ثانية وثالثة، فأبى له، فخرج الأعرابي، فقال رسول الله صلى الله عليه وسلم: «إنما المدينة كالكير تنفي خبثها وتمسك طيبها».","","","","Ibadi","","","","","V01P120"
"rabi_0448","448","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","14","448","في عدة الشهداء","في عدة الشهداء","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «المقتول دون ماله شهيد». وقال أيضا: «أفضل الأعمال كلمة حق يقتل عليها عند سلطان جائر».","","","","Ibadi","","","","","V01P121"
"rabi_0449","449","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","14","449","في عدة الشهداء","في عدة الشهداء","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «الشهداء خمسة: المطعون، والمبطون، والغريق، وصاحب الهدم، والشهيد في سبيل الله».","","","","Ibadi","","","","","V01P121"
"rabi_0450","450","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","14","450","في عدة الشهداء","في عدة الشهداء","","قال الربيع: قال ابن عباس: قال النبيء صلى الله عليه وسلم: «الشهيد يغفر له عند أول قطرة تقطر من دمه في سبيل الله، ويجار من عذاب القبر».","","","","Ibadi","","","","","V01P121"
"rabi_0451","451","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","14","451","في عدة الشهداء","في عدة الشهداء","","وقال صلى الله عليه وسلم: «إن لم يكن الشهداء من أمتي إلا من قتل بالسيف فهم إذن قليل»، ثم قال صلى الله عليه وسلم: «القتيل شهيد وصاحب الهدم شهيد، والمبطون شهيد، والغريق شهيد، ومن أكله السبع شهيد، والسليم شهيد - يعني اللذيغ - وصاحب السل شهيد، ومن مات مرابطا في سبيل الله شهيد، ومن ذكر الله تعالى إذا أخذ مضجعه ثم مات فهو شهيد، والنفساء ومن مات على فراشه يريد أن تكون كلمة الله هي العليا وكلمة الذين كفروا السفلى شهيد».","","","","Ibadi","","","","","V01P121"
"rabi_0452","452","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","452","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال: «والذي نفسي بيده لوددت أن أقاتل في سبيل الله فأقتل، ثم أحيا ثم أقتل، ثم أحيا ثم أقتل».","","","","Ibadi","","","","","V01P122"
"rabi_0453","453","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","453","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال: «والذي نفسي بيده لا يكلم أحد في سبيل الله - والله أعلم بمن يكلم في سبيله إلا جاء يوم القيامة وجرحه يثعب دما، اللون لون الدم والريح ريح المسك».","","","","Ibadi","","","","","V01P122"
"rabi_0454","454","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","454","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","ومن طريقه أيضا عنه عليه السلام قال: «مثل المجاهد في سبيل الله كمثل الصائم القائم الذي لا يفتر عن صلاة ولا صيام حتى يرجع».","","","","Ibadi","","","","","V01P122"
"rabi_0455","455","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","455","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد قال: قال رسول الله صلى الله عليه وسلم: «أفضل الأعمال كلمة حق يقتل عليها صاحبها عند سلطان جائر».","","","","Ibadi","","","","","V01P122"
"rabi_0456","456","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","456","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن أبي هريرة عن النبيء صلى الله عليه وسلم قال: «تكفل الله للمجاهد في سبيل الله ولا يخرجه من بيته إلا الجهاد في سبيل الله وتصديق كلماته أن يدخله الجنة، أو يرده إلى مسكنه الذي خرج منه مع ما نال من أجر أو غنيمة» .","","","","Ibadi","","","","","V01P122"
"rabi_0457","457","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","457","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد قال: حدثني عبد الله بن عمر قال: جاء رجل إلى رسول الله صلى الله عليه وسلم فقال: يا رسول الله إن قتلت في سبيل الله صابرا محتسبا مقبلا غير مدبر، أيكفر الله عني خطاياي؟ قال: «نعم»، فلما أدبر الرجل ناداه رسول الله صلى الله عليه وسلم، فنودي له، فقال: «كيف قلت»؟ فأعاد قوله، فقال: «نعم، إلا الدين، كذلك قال لي جبريل عليه السلام».","","","","Ibadi","","","","","V01P123"
"rabi_0458","458","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","458","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «المقتول في المعركة لا يغسل، فإن دمه يعود مسكا يوم القيامة».","","","","Ibadi","","","","","V01P123"
"rabi_0459","459","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","459","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: قال رسول الله صلى الله عليه وسلم في الشهداء: «زملوهم في ثيابهم»، أي لفوهم فيها من غير غسل.","","","","Ibadi","","","","","V01P123"
"rabi_0460","460","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","15","460","في فضل الشهادة (¬2)","في فضل الشهادة (¬2)","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «لولا أن أشق على أمتي لأحببت أن لا أتخلف عن سرية تخرج في سبيل الله، ولكن لا أجد ما أحملكم عليه ولا تجدون ما تحملون عليه، ويشق عليكم أن تتخلفوا بعدي».","","","","Ibadi","","","","","V01P123"
"rabi_0461","461","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","16","461","في الخيل","في الخيل","","أبو عبيدة قال: بلغني عن رسول الله صلى الله عليه وسلم إنه سابق بين الخيل التي ضمرت من الحفياء وكان أمدها ثنية الوداع، وسابق بين الخيل التي لم تضمر من الثنية إلى مسجد بني زريق، وقد بلغني أن عبد الله بن عمر كان ممن سبق .","","","","Ibadi","","","","","V01P123"
"rabi_0462","462","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","16","462","في الخيل","في الخيل","","أبو عبيدة عن جابر بن زيد عن أبي سعيد الخدري أن عمر بن الخطاب رضي الله عنه حمل رجلا على فرس عتيق في سبيل الله فوجده يباع في السوق فسأل عنه رسول الله صلى الله عليه وسلم فقال: «لا تبتعه ولا تعد في صدقتك فإن العائد في صدقته كالكلب العائد في قيئه».","","","","Ibadi","","","","","V01P124"
"rabi_0463","463","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","16","463","في الخيل","في الخيل","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: قال رسول الله صلى الله عليه وسلم: «الخيل لرجل أجر ولرجل ستر، وعلى رجل وزر، فأما التي هي له أجر فرجل ربطها في سبيل الله فأطال لها في مرج أو روضة فما أصابت في طيلها ذلك من المرج أو الروضة كان له حسنات، ولو أنها قطعت طيلها ذلك فاستنت شرفا أو شرفين كانت آثارها وأرواثها حسنات له لو أنها مرت بنهر فشربت منه ولم يرد أن تشرب منه كان له ذلك حسنات فهي له أجر؛ ورجل ربطها تغنيا وتعففا ولم ينس حق الله في رقابها ولا في ظهورها فهي له ستر؛ ورجل ربطها فخرا ورياءا ونواء لأهل الإسلام فهي على ذلك وزر». الرعي. فاستنت أي مرحت تجري. ولم ينس حق الله أي لم يترك حق الله. ونواء لأهل الإسلام أي عداوة لأهل الإسلام.","","","","Ibadi","","","","","V01P125"
"rabi_0464","464","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","464","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: قال رسول الله صلى الله عليه وسلم: «أمرت أن أقاتل الناس حتى يقولوا لا إله إلا الله، فإذا قالوها عصموا مني دماءهم وأموالهم إلا بحقها». وفي رواية أخرى: «دماؤكم وأموالكم عليكم حرام».","","","","Ibadi","","","","","V01P125"
"rabi_0465","465","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","465","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: قال رسول الله صلى الله عليه وسلم: «من حمل علينا السلاح فليس منا».","","","","Ibadi","","","","","V01P125"
"rabi_0466","466","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","466","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","الربيع عن أبي أيوب الأنصاري قال: سمعت رسول الله صلى الله عليه وسلم يقول: «غدوة في سبيل الله أو روحة خير مما طلعت عليه الشمس».","","","","Ibadi","","","","","V01P125"
